Formula,gfa,composition,Weight Fraction,Atomic Fraction,Yang delta,Yang omega,APE mean,Radii local mismatch,Radii gamma,Configuration entropy,Atomic weight mean,Total weight,Lambda entropy,Electronegativity delta,Electronegativity local mismatch,VEC mean,Mixing enthalpy,Mean cohesive energy,Interant electrons,Interant s electrons,Interant p electrons,Interant d electrons,Interant f electrons,Shear modulus mean,Shear modulus delta,Shear modulus local mismatch,Shear modulus strength model,H fraction,He fraction,Li fraction,Be fraction,B fraction,C fraction,N fraction,O fraction,F fraction,Ne fraction,Na fraction,Mg fraction,Al fraction,Si fraction,P fraction,S fraction,Cl fraction,Ar fraction,K fraction,Ca fraction,Sc fraction,Ti fraction,V fraction,Cr fraction,Mn fraction,Fe fraction,Co fraction,Ni fraction,Cu fraction,Zn fraction,Ga fraction,Ge fraction,As fraction,Se fraction,Br fraction,Kr fraction,Rb fraction,Sr fraction,Y fraction,Zr fraction,Nb fraction,Mo fraction,Tc fraction,Ru fraction,Rh fraction,Pd fraction,Ag fraction,Cd fraction,In fraction,Sn fraction,Sb fraction,Te fraction,I fraction,Xe fraction,Cs fraction,Ba fraction,La fraction,Ce fraction,Pr fraction,Nd fraction,Pm fraction,Sm fraction,Eu fraction,Gd fraction,Tb fraction,Dy fraction,Ho fraction,Er fraction,Tm fraction,Yb fraction,Lu fraction,Hf fraction,Ta fraction,W fraction,Re fraction,Os fraction,Ir fraction,Pt fraction,Au fraction,Hg fraction,Tl fraction,Pb fraction,Bi fraction,Po fraction,At fraction,Rn fraction,Fr fraction,Ra fraction,Ac fraction,Th fraction,Pa fraction,U fraction,Np fraction,Pu fraction,Am fraction,Cm fraction,Bk fraction,Cf fraction,Es fraction,Fm fraction,Md fraction,No fraction,Lr fraction,mean AtomicWeight,mean Column,mean Row,range Number,mean Number,range AtomicRadius,mean AtomicRadius,range Electronegativity,mean Electronegativity,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons,mean simul. packing efficiency,mean abs simul. packing efficiency,dist from 1 clusters |APE| < 0.010,dist from 3 clusters |APE| < 0.010,dist from 5 clusters |APE| < 0.010
B12Ni78Si10,1,B12 Ni78 Si10,B0.026005316605087828 Ni0.9176961356570994 Si0.05629854773781289 ,B0.12Ni0.78Si0.1,0.105857746,0.458231643,0.008726818,5.0688,1.229565296,-0.005640966,49.886722,4988.6722,-0.503394172,0.030480511,0.05556,10.76,22.1376,4.6234,11,0,3,8,0,86.884,0.508552773,16.70088,-0.087895173,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.886722,10.76,3.66,23,23.84,0.5,1.265,0.14,1.9246,2,0.32,6.24,0,0.23364486,0.037383178,0.728971963,0,0.008726818,0.008726818,0.028284271,0.045125666,0.05748323
B14Ni80Si6,1,B14 Ni80 Si6,B0.03017821925895737 Ni0.9362222573588744 Si0.033599523382168185 ,B0.14Ni0.8Si0.06,0.111466103,0.496277542,0.009773785,5.2088,1.229660359,-0.005176091,50.15339,5015.339,-0.41659712,0.024509846,0.04024,10.66,18.9024,4.6432,11,0,3,8,0,90.8578,0.506825614,17.409268,-0.086068269,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.15339,10.66,3.66,23,23.94,0.5,1.265,0.14,1.9276,2,0.26,6.4,0,0.230946882,0.030023095,0.739030023,0,0.009773785,0.009773785,0.00942809,0.048655681,0.067922857
B16Ni80Si4,1,B16 Ni80 Si4,B0.034728627386418624 Ni0.942716316086404 Si0.02255505652717742 ,B0.16Ni0.8Si0.04,0.117407295,0.512988165,0.013732353,5.5168,1.230009764,-0.004992415,49.8079,4980.79,-0.362176697,0.020713817,0.03264,10.64,17.7664,4.6668,11,0,3,8,0,94.1252,0.510570178,18.566208,-0.086645881,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.8079,10.64,3.64,23,23.76,0.5,1.26,0.14,1.9304,2,0.24,6.4,0,0.231481481,0.027777778,0.740740741,0,0.013732353,0.013732353,0.037712362,0.068252454,0.087741561
B20Ni76Si4,1,B20 Ni76 Si4,B0.045146845638211704 Ni0.9313960877967713 Si0.023457066565017014 ,B0.2Ni0.76Si0.04,0.129104688,0.509510007,0.027454243,6.4384,1.231227055,-0.00548071,47.892604,4789.2604,-0.328815912,0.021066252,0.0352,10.76,19.904,4.7216,11,0,3,8,0,99.2472,0.527781896,21.844288,-0.095997832,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.892604,10.76,3.56,23,22.84,0.5,1.24,0.14,1.9356,2,0.28,6.08,0,0.23923445,0.033492823,0.727272727,0,0.027454243,0.027454243,0.082192187,0.112491244,0.126373235
B18Ni76Si6,0,B18 Ni76 Si6,B0.04034114614893367 Ni0.9247252596671833 Si0.03493359418388298 ,B0.18Ni0.76Si0.06,0.123889763,0.498182343,0.023504054,6.1656,1.230873034,-0.00570374,48.238094,4823.8094,-0.371611241,0.024876277,0.04296,10.78,21.0336,4.698,11,0,3,8,0,95.9798,0.53005458,20.892228,-0.097583314,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.238094,10.78,3.58,23,23.02,0.5,1.245,0.14,1.9328,2,0.3,6.08,0,0.238663484,0.035799523,0.725536993,0,0.023504054,0.023504054,0.061824123,0.096927644,0.113177771
B20Ni68Si12,0,B20 Ni68 Si12,B0.04757946774546908 Ni0.878257560760754 Si0.07416297149377701 ,B0.2Ni0.68Si0.12,0.129885798,0.469026761,0.006112422,7.0016,1.232264663,-0.006971868,45.443972,4544.3972,-0.413262355,0.033789914,0.0688,11.08,27.456,4.7368,11,0,3,8,0,96.4216,0.565422543,24.217792,-0.118447108,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.443972,11.08,3.48,23,21.72,0.5,1.22,0.14,1.9348,2,0.44,5.44,0,0.253807107,0.055837563,0.69035533,0,0.006112422,0.037137754,0.074498322,0.117499131,0.128841488
B22Ni72Si6,0,B22 Ni72 Si6,B0.05134448052986782 Ni0.9122775355668283 Si0.03637798390330395 ,B0.22Ni0.72Si0.06,0.134470756,0.500101022,0.032501719,7.0008,1.232101773,-0.006139354,46.322798,4632.2798,-0.339521277,0.02521274,0.04536,10.9,22.8576,4.7528,11,0,3,8,0,101.1018,0.542064973,23.965428,-0.106037518,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.322798,10.9,3.5,23,22.1,0.5,1.225,0.14,1.938,2,0.34,5.76,0,0.24691358,0.041975309,0.711111111,0,0.032501719,0.036734861,0.114945639,0.117344349,0.126863443
B6Ni76Si18,1,B6 Ni76 Si18,B0.012892996792711518 Ni0.8866242741105261 Si0.10048272909676237 ,B0.06Ni0.76Si0.18,0.085238444,0.37312982,-0.000246545,4.1592,1.228776898,-0.00570374,50.311034,5031.1034,-0.78503435,0.038374953,0.07944,10.9,26.8704,4.5564,11,0,3,8,0,76.3754,0.454808428,12.435252,-0.067760728,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.311034,10.9,3.7,23,24.1,0.5,1.275,0.14,1.916,2,0.42,6.08,0,0.235294118,0.049411765,0.715294118,0,-0.000246545,0.006501256,0.032490326,0.042769304,0.064394434
B7.5Ni76.5Si16,1,B7.5 Ni76.5 Si16,B0.016150297990501175 Ni0.894343000718893 Si0.08950670129060564 ,B0.075Ni0.765Si0.16,0.090837395,0.395028213,0.001997885,4.40265,1.228973365,-0.005756704,50.204956,5020.4956,-0.697661156,0.036742633,0.0741375,10.865,25.764,4.57315,11,0,3,8,0,79.00255,0.475930288,13.63047675,-0.075146727,0,0,0,0,0.075,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.204956,10.865,3.69,23,24.035,0.5,1.2725,0.14,1.91815,2,0.395,6.12,0,0.234879624,0.046388726,0.71873165,0,0.001997885,0.005610685,0.007711514,0.034729495,0.055938586
B8Ni80Si12,1,B8 Ni80 Si12,B0.01689553360763245 Ni0.9172660366721065 Si0.06583842972026101 ,B0.08Ni0.8Si0.12,0.091118473,0.424594366,-0.002116053,4.1792,1.228620026,-0.00527943,51.18986,5118.986,-0.635878484,0.032559948,0.06016,10.72,22.0416,4.5724,11,0,3,8,0,81.0556,0.465781127,13.154272,-0.072154605,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.18986,10.72,3.72,23,24.48,0.5,1.28,0.14,1.9192,2,0.32,6.4,0,0.229357798,0.036697248,0.733944954,0,-0.002116053,0.007646781,0.018856181,0.030995191,0.046323683
B10Ni72Si18,1,B10 Ni72 Si18,B0.022338743961296762 Ni0.8732018509563798 Si0.10445940508232358 ,B0.1Ni0.72Si0.18,0.101216493,0.401055349,0.013504214,5.2056,1.229977945,-0.006447051,48.395738,4839.5738,-0.629301161,0.038866697,0.0828,11.02,28.656,4.6112,11,0,3,8,0,81.4974,0.523852815,16.737732,-0.092434807,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.395738,11.02,3.62,23,23.18,0.5,1.255,0.14,1.9212,2,0.46,5.76,0,0.243309002,0.055961071,0.700729927,0,0.013504214,0.013504214,0.041096093,0.066620874,0.089199858
B10Ni80Si10,1,B10 Ni80 Si10,B0.02126292448898472 Ni0.9234989045984835 Si0.05523817091253172 ,B0.1Ni0.8Si0.1,0.098404668,0.450966138,0.001849581,4.54,1.228965498,-0.005312911,50.84437,5084.437,-0.54865726,0.030272286,0.054,10.7,21.04,4.596,11,0,3,8,0,84.323,0.485855491,14.7033,-0.078983354,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.84437,10.7,3.7,23,24.3,0.5,1.275,0.14,1.922,2,0.3,6.4,0,0.229885057,0.034482759,0.735632184,0,0.001849581,0.005760667,0,0.031426968,0.043395865
B12Ni80Si8,1,B12 Ni80 Si8,B0.025690074710567837 Ni0.9298170573287962 Si0.04449286796063596 ,B0.12Ni0.8Si0.08,0.105155145,0.475068386,0.005812861,4.8832,1.229312273,-0.00527943,50.49888,5049.888,-0.477447855,0.02762656,0.04736,10.68,19.9936,4.6196,11,0,3,8,0,87.5904,0.498973842,16.121632,-0.083562702,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.49888,10.68,3.68,23,24.12,0.5,1.27,0.14,1.9248,2,0.28,6.4,0,0.230414747,0.032258065,0.737327189,0,0.005812861,0.005812861,0.018856181,0.036782857,0.055326749
B12Ni84Si4,1,B12 Ni84 Si4,B0.02508197675951811 Ni0.9531981743742208 Si0.021719848866261087 ,B0.12Ni0.84Si0.04,0.103552952,0.517541743,-1.93E-05,4.4736,1.228808304,-0.004403456,51.723196,5172.3196,-0.410647043,0.020324971,0.02976,10.52,15.3216,4.612,11,0,3,8,0,89.0032,0.479696798,14.878368,-0.073971857,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.723196,10.52,3.72,23,24.68,0.5,1.28,0.14,1.9252,2,0.2,6.72,0,0.224215247,0.022421525,0.753363229,0,-1.93E-05,0.006880199,0.049888765,0.052281984,0.069275354
B13Ni69Si18,1,B13 Ni69 Si18,B0.029928704592614375 Ni0.8624165036991848 Si0.10765479170820089 ,B0.13Ni0.69Si0.18,0.111182462,0.417151068,0.023797738,5.9106,1.230889096,-0.006900008,46.959266,4695.9266,-0.558183516,0.039220254,0.08511,11.11,29.7936,4.6523,11,0,3,8,0,85.3389,0.555866616,19.695687,-0.107168554,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.959266,11.11,3.56,23,22.49,0.5,1.24,0.14,1.9251,2,0.49,5.52,0,0.24968789,0.061173533,0.689138577,0,0.023797738,0.023797738,0.079302515,0.104475411,0.119969901
B16Ni68Si16,1,B16 Ni68 Si16,B0.037493482165105535 Ni0.8651035770016623 Si0.09740294083323203 ,B0.16Ni0.68Si0.16,0.11970131,0.438642103,0.031172752,6.4384,1.231550067,-0.007055897,46.134952,4613.4952,-0.49244124,0.037706288,0.08064,11.12,29.2864,4.6896,11,0,3,8,0,89.8868,0.56759384,21.956928,-0.115442662,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.134952,11.12,3.52,23,22.08,0.5,1.23,0.14,1.9292,2,0.48,5.44,0,0.252525253,0.060606061,0.686868687,0,0.031172752,0.031172752,0.111130554,0.115967017,0.129082226
B16Ni84Si0,1,B16 Ni84,B0.03389545145364646 Ni0.9661045485463536 ,B0.16Ni0.84,0.116169364,0.517669192,0.007907509,5.1072,1.229501975,-0.003655415,51.032216,5103.2216,-0.270865387,0.00702849,0.01344,10.48,12.9024,4.6592,9,0,1,8,0,95.538,0.491363703,17.20992,-0.074305272,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.032216,10.48,3.68,23,24.32,0.5,1.27,0.13,1.9308,2,0.16,6.72,0,0.225225225,0.018018018,0.756756757,0,0.007907509,0.007907509,0.037712362,0.223310035,0.349427131
B19Ni67Si14,1,B19 Ni67 Si14,B0.04533350424242537 Ni0.8678884194921289 Si0.08677807626544566 ,B0.19Ni0.67Si0.14,0.127477758,0.457649418,0.005186822,6.9234,1.232215766,-0.00714268,45.310638,4531.0638,-0.439533858,0.035968128,0.07559,11.13,28.7184,4.7269,11,0,3,8,0,94.4347,0.571654664,23.959423,-0.120578054,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.310638,11.13,3.48,23,21.67,0.5,1.22,0.14,1.9333,2,0.47,5.36,0,0.255427842,0.060025543,0.684546616,0,0.005186822,0.036759025,0.076485293,0.11528901,0.129603249
B20Ni65Si15,1,B20 Ni65 Si15,B0.04856068069398518 Ni0.8568238121167456 Si0.09461550718926931 ,B0.2Ni0.65Si0.15,0.129940991,0.457124855,-0.033027403,7.16,1.232656762,-0.007370066,44.525735,4452.5735,-0.436494733,0.037120368,0.07975,11.2,29.76,4.7425,11,0,3,8,0,95.362,0.57949896,24.9913,-0.125496376,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.525735,11.2,3.45,23,21.3,0.5,1.2125,0.14,1.9345,2,0.5,5.2,0,0.25974026,0.064935065,0.675324675,0,-0.033027403,0.033027403,0.061237244,0.095087595,0.118990465
B20Ni77.5Si2.5,1,B20 Ni77.5 Si2.5,B0.044718158696414594 Ni0.9407603834589346 Si0.014521457844650728 ,B0.2Ni0.775Si0.025,0.128858155,0.515482035,0.025275478,6.31,1.231033785,-0.005085267,48.3517225,4835.17225,-0.306259761,0.017382494,0.0281875,10.7,18.26,4.71875,11,0,3,8,0,99.777,0.52069204,21.348925,-0.091122874,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0.775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.3517225,10.7,3.575,23,23.05,0.5,1.24375,0.14,1.93575,2,0.25,6.2,0,0.236686391,0.029585799,0.733727811,0,0.025275478,0.025275478,0.082495791,0.108680394,0.124417817
B20Ni80Si0,1,B20 Ni80,B0.0440214899468452 Ni0.9559785100531547 ,B0.2Ni0.8,0.128378378,0.501625021,0.021642425,6.08,1.230712561,-0.004160346,49.11692,4911.692,-0.252432724,0.007662835,0.016,10.6,15.36,4.714,9,0,1,8,0,100.66,0.508841645,20.488,-0.082477837,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.11692,10.6,3.6,23,23.4,0.5,1.25,0.13,1.936,2,0.2,6.4,0,0.23255814,0.023255814,0.744186047,0,0.021642425,0.021642425,0.094280904,0.204453855,0.315486005
B22Ni75.5Si2.5,1,B22 Ni75.5 Si2.5,B0.05018391064899896 Ni0.9350012099086354 Si0.014814879442365736 ,B0.22Ni0.755Si0.025,0.134144687,0.51243263,0.032127696,6.7348,1.23164719,-0.005300287,47.3940745,4739.40745,-0.294545507,0.017550949,0.0293475,10.76,19.2736,4.74615,11,0,3,8,0,102.338,0.525655267,22.834305,-0.094578659,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0.755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.3940745,10.76,3.535,23,22.59,0.5,1.23375,0.14,1.93835,2,0.27,6.04,0,0.240673887,0.032490975,0.726835138,0,0.032127696,0.032127696,0.106170722,0.122308052,0.135862883
B24Ni64Si12,1,B24 Ni64 Si12,B0.05960760212417213 Ni0.8629661972718858 Si0.0774262006039421 ,B0.24Ni0.64Si0.12,0.139015213,0.479472644,-0.02472676,7.6992,1.233511986,-0.007337631,43.528676,4352.8676,-0.379691802,0.034152452,0.07104,11.2,28.6464,4.7916,11,0,3,8,0,101.5436,0.572795843,27.086112,-0.126822607,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.528676,11.2,3.4,23,20.8,0.5,1.2,0.14,1.94,2,0.48,5.12,0,0.263157895,0.063157895,0.673684211,0,-0.02472676,0.02472676,0.018708287,0.065991184,0.089852329
B24Ni76Si0,1,B24 Ni76,B0.05496929512425251 Ni0.9450307048757475 ,B0.24Ni0.76,0.138853174,0.491073548,0.035347556,6.9312,1.231939167,-0.004581679,47.201624,4720.1624,-0.237636415,0.008175404,0.01824,10.72,17.5104,4.7688,9,0,1,8,0,105.782,0.516987718,23.35632,-0.088172545,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.201624,10.72,3.52,23,22.48,0.5,1.23,0.13,1.9412,2,0.24,6.08,0,0.240384615,0.028846154,0.730769231,0,0.035347556,0.035347556,0.102530483,0.185597674,0.28154488
B25Ni72.5Si2.5,1,B25 Ni72.5 Si2.5,B0.05880963873169842 Ni0.9259124211277123 Si0.015277940140589365 ,B0.25Ni0.725Si0.025,0.141370409,0.509139396,-0.03499801,7.315,1.232574939,-0.00558654,45.9576025,4595.76025,-0.279528361,0.017784649,0.0309375,10.85,20.65,4.78725,11,0,3,8,0,106.1795,0.529535515,24.8703,-0.098693048,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0.725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.9576025,10.85,3.475,23,21.9,0.5,1.21875,0.14,1.94225,2,0.3,5.8,0,0.24691358,0.037037037,0.716049383,0,-0.03499801,0.03499801,0.077055175,0.114073406,0.134149968
B28Ni60Si12,1,B28 Ni60 Si12,B0.07274294950326073 Ni0.8462672342405255 Si0.08098981625621375 ,B0.28Ni0.6Si0.12,0.14679054,0.489874782,-0.012170687,8.2752,1.234776102,-0.007626909,41.61338,4161.338,-0.353958584,0.034492693,0.07296,11.32,29.5296,4.8464,11,0,3,8,0,106.6656,0.573435396,29.544672,-0.132714516,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.61338,11.32,3.32,23,19.88,0.5,1.18,0.14,1.9452,2,0.52,4.8,0,0.273224044,0.071038251,0.655737705,0,-0.012170687,0.012170687,0.037032804,0.049008359,0.073484836
